name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Hyundai Grand i10 CRDi Sportz,2016,610000,23000,Diesel,Individual,Manual,Third Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
Tata Indigo CS LX (TDI) BS III,2012,150000,150000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Hyundai Xcent 1.1 CRDi SX Option,2015,480000,70000,Diesel,Individual,Manual,Third Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5
Hyundai i20 1.2 Asta Option,2017,650000,40000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Hyundai i20 1.4 CRDi Magna,2012,290000,100000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Maruti Alto 800 LXI,2017,300000,50000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Swift Dzire VDi,2010,270000,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Hyundai Xcent 1.1 CRDi S,2015,400000,60000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5
Maruti Alto 800 LX,2015,280000,28000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Swift Dzire VXi,2009,250000,60000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Swift Dzire VDi,2012,495000,80000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Ford Endeavour 3.2 Titanium AT 4X4,2018,3250000,12000,Diesel,Individual,Automatic,Third Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7
Honda Amaze V Petrol BSIV,2019,700000,4500,Petrol,Individual,Manual,Third Owner,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Tata Indigo eCS VX BSIV,2013,310000,70000,Diesel,Individual,Manual,Third Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Renault Duster 85PS Diesel RxE,2017,650000,120000,Diesel,Individual,Manual,Third Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5
Honda Jazz 1.2 V AT i VTEC,2015,600000,80000,Petrol,Individual,Automatic,Third Owner,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Tata New Safari DICOR 2.2 EX 4x2,2009,150000,150000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Mahindra Renault Logan 1.4 GLX Petrol,2009,135000,120000,Petrol,Individual,Manual,Second Owner,15.7 kmpl,1390 CC,75 bhp,"11@ 3,000(kgm@ rpm)",5
Maruti Swift Dzire VDI,2014,650000,50000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda City V MT,2012,550000,83000,Petrol,Individual,Manual,Second Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5
Maruti Swift Dzire VDI,2017,650000,20000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Toyota Fortuner 2.8 2WD AT BSIV,2018,2900000,49000,Diesel,Individual,Automatic,Second Owner,12.9 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7
Honda Brio 1.2 VX MT,2017,450000,6750,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Maruti Ciaz VXi Plus,2015,650000,26000,Petrol,Individual,Manual,Second Owner,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5
Hyundai Grand i10 1.2 Kappa Era,2017,430000,52000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5
Hyundai Creta 1.6 CRDi AT S Plus,2017,1143000,51000,Diesel,Individual,Automatic,Second Owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Maruti Swift AMT ZXI Plus BSIV,2019,700000,20000,Petrol,Individual,Automatic,Second Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Ritz VXi,2011,229999,18500,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
Mahindra TUV 300 T4,2017,509999,142000,Diesel,Individual,Manual,Third Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2016,670000,50478,Petrol,Individual,Manual,Third Owner,15.85 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5
Tata Tiago 1.2 Revotron XZA,2019,525000,9200,Petrol,Individual,Automatic,First Owner,23.84 kmpl,1199 CC,83.83 bhp,114Nm@ 3500rpm,5
Renault Duster 85PS Diesel RxE,2016,515000,40000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5
Maruti Baleno Delta,2020,630000,5000,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Datsun RediGO A,2019,270000,2300,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5
Maruti Alto 800 LXI,2016,300000,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Mahindra Xylo D2 BSIV,2012,250000,119000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8
Maruti Alto LX,2005,90000,100000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Ertiga SHVS ZDI Plus,2017,750000,100000,Diesel,Individual,Manual,Third Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
Maruti Wagon R LXI Minor,2009,135000,50000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
Maruti Eeco Smiles 5 Seater AC,2013,275000,80000,Petrol,Individual,Manual,First Owner,15.1 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
Tata Nexon 1.2 Revotron XM,2018,740000,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1968 CC,188 bhp,400nm@ 1750-3000rpm,5
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,Second Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,Second Owner,9.5 kmpl,3604 CC,280 bhp,347Nm@ 4300rpm,5
Toyota Yaris V BSIV,2018,1000000,4295,Petrol,Trustmark Dealer,Manual,Second Owner,17.1 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5
Toyota Yaris V BSIV,2018,1000000,5229,Petrol,Trustmark Dealer,Manual,Third Owner,17.1 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5
Hyundai Grand i10 Nios Sportz,2019,550000,4701,Petrol,Trustmark Dealer,Manual,Third Owner,20.7 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5
Maruti Baleno Alpha,2016,600000,6757,Petrol,Trustmark Dealer,Manual,Third Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Skoda Rapid 1.6 MPI AT Style Plus,2016,675000,28182,Petrol,Trustmark Dealer,Automatic,Second Owner,14.3 kmpl,1598 CC,103.52 bhp,153Nm@ 3800rpm,5
Nissan Kicks XV BSIV,2019,950000,11533,Petrol,Trustmark Dealer,Manual,Second Owner,14.23 kmpl,1498 CC,104.55 bhp,142Nm@ 4000rpm,5
Honda City i VTEC V,2017,850000,11688,Petrol,Trustmark Dealer,Manual,Second Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,Second Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Toyota Corolla Altis 1.8 VL AT,2012,550000,57728,Petrol,Trustmark Dealer,Automatic,Second Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5
Maruti Ciaz 1.3 Alpha,2018,925000,23712,Diesel,Trustmark Dealer,Manual,Second Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Ford Ecosport 1.5 Ti VCT AT Titanium,2015,625000,70670,Petrol,Trustmark Dealer,Automatic,Third Owner,16.5 kmpl,1499 CC,110 bhp,140Nm@ 4400rpm,5
Maruti Alto 800 LXI,2014,200000,43381,Petrol,Dealer,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Honda City i VTEC CVT VX,2014,635000,79011,Petrol,Trustmark Dealer,Automatic,Third Owner,18.0 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,Third Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Maruti SX4 VDI,2014,425000,50000,Diesel,Individual,Manual,Second Owner,21.79 kmpl,1248 CC,88.73 bhp,200Nm@ 1750rpm,5
Maruti Wagon R VXI BS IV,2011,220000,40000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai Grand i10 1.2 Kappa Asta,2018,590000,10000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Mahindra Thar CRDe,2017,775000,35000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6
Maruti Ritz VXi,2015,350000,58500,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
Maruti Baleno Delta 1.2,2018,575000,20000,Petrol,Individual,Manual,Third Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Nissan Micra XL,2011,200000,43500,Petrol,Individual,Manual,Second Owner,18.06 kmpl,1198 CC,75 bhp,104Nm@ 4000rpm,5
Tata Hexa XT,2018,1575000,30000,Diesel,Individual,Manual,Third Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,63000,Diesel,Individual,Manual,Third Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5
Mahindra Bolero 2011-2019 ZLX BSIII,2016,720000,35000,Diesel,Individual,Manual,Third Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Tata Indigo eCS LS TDI BSIII,2012,158000,110000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Tata Hexa XT,2018,1575000,25000,Diesel,Individual,Manual,Third Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7
Hyundai Xcent 1.2 VTVT S AT,2017,580000,30000,Petrol,Individual,Automatic,Second Owner,17.36 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Mahindra Bolero 2011-2019 SLX,2012,420000,50000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Mahindra Marazzo M6 8Str,2018,1200000,35000,Diesel,Individual,Manual,Second Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8
Renault KWID 1.0 RXT Optional,2018,350000,30000,Petrol,Individual,Manual,Second Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Honda City i VTEC VX,2014,650000,56000,Petrol,Individual,Manual,Second Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Maruti Wagon R VXI BS IV,2017,400000,12700,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Tata Nexon 1.5 Revotorq XM,2018,700000,35000,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5
Hyundai Xcent 1.2 Kappa SX,2017,520000,30000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Mahindra Scorpio LX BSIV,2012,450000,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9
Tata Safari Storme EX,2017,850000,100000,Diesel,Individual,Manual,Second Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Renault KWID RXT,2017,350000,34000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Hyundai Santro Xing GLS,2010,160000,65000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Mahindra Scorpio VLX 2WD BSIV,2012,550000,90000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Maruti Alto K10 VXI,2015,285000,40000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Hyundai Creta 1.6 CRDi SX,2016,850000,58000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Ford Freestyle Titanium Petrol BSIV,2018,700000,19100,Petrol,Individual,Manual,Second Owner,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5
Maruti Ertiga ZXI Plus Petrol,2018,900000,25000,Petrol,Individual,Manual,Second Owner,19.34 kmpl,1462 CC,103 bhp,138Nm@ 4400rpm,7
Hyundai i20 Asta Optional With Sunroof 1.2,2010,220000,90000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Chevrolet Sail Hatchback LS ABS,2013,420000,46815,Diesel,Individual,Manual,Second Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5
Maruti Ertiga ZDI,2013,385000,100000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7
Maruti Wagon R VXI BS IV with ABS,2014,318000,80000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.06 bhp,90Nm@ 3500rpm,5
Hyundai Xcent 1.2 VTVT S,2018,480000,40000,Petrol,Individual,Manual,Second Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Maruti Celerio VXI,2015,330000,70000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Nissan Micra XV,2011,300000,60000,Petrol,Individual,Manual,Second Owner,18.06 kmpl,1198 CC,75 bhp,104Nm@ 4000rpm,5
Hyundai i20 1.2 Spotz,2017,550000,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Hyundai i20 Sportz 1.4 CRDi,2016,650000,30000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Hyundai Grand i10 Magna,2017,445000,25000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Toyota Innova 2.5 V Diesel 7-seater,2010,450000,334000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Mahindra NuvoSport N8,2016,600000,100000,Diesel,Individual,Manual,Second Owner,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Renault Duster Adventure Edition,2014,495000,175000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Maruti SX4 ZXI AT,2011,220000,65000,Petrol,Individual,Automatic,First Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5
Maruti SX4 ZXI AT,2011,260000,65000,Petrol,Individual,Automatic,First Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5
Ford Figo Diesel Titanium,2011,200000,80000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Toyota Etios Liva GD,2012,285000,80000,Diesel,Individual,Manual,Second Owner,,,,,
Honda Civic Hybrid,2008,250000,60000,Petrol,Individual,Automatic,First Owner,20.0 kmpl,1339 CC,108.5 bhp,123Nm@ 1000-2500rpm,5
Mahindra Xylo D4,2014,310000,160000,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2010,600000,100875,Diesel,Individual,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Maruti Baleno Delta 1.2,2018,560000,20000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Maruti Swift Dzire VXI,2016,500000,30000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Hyundai Grand i10 CRDi Asta Option,2013,270000,118000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
Hyundai Verna 1.6 SX,2013,420000,69000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Maruti Swift Dzire LXI,2015,434999,25000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Nissan Terrano XL 85 PS,2015,480000,60000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Toyota Etios Liva GD,2012,280000,80000,Diesel,Individual,Manual,First Owner,,,,,
Hyundai i10 Sportz Option,2009,170000,90000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Honda Accord 2.4 M/T,2012,600000,144030,Petrol,Individual,Manual,First Owner,12.8 kmpl,2354 CC,177.6 bhp,222Nm@ 4300rpm,5
Honda City i DTEC VX,2014,819999,200000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Wagon R LXI DUO BSIII,2007,105000,90000,LPG,Individual,Manual,First Owner,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)",5
Mahindra Renault Logan 1.5 Diesel DLSX,2009,200000,176000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1461 CC,66 bhp,"16@ 2,000(kgm@ rpm)",5
Volkswagen Vento 1.6 Highline,2014,500000,70000,Petrol,Individual,Manual,First Owner,15.04 kmpl,1598 CC,103.2 bhp,153Nm@ 3800rpm,5
Mahindra Renault Logan 1.5 DLX Diesel,2007,175000,99000,Diesel,Individual,Manual,First Owner,19.2 kmpl,1461 CC,65 bhp,"16@ 2,000(kgm@ rpm)",5
Chevrolet Optra Magnum 2.0 LT,2008,210000,90000,Diesel,Individual,Manual,First Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5
Maruti Ritz VDi,2011,270000,89000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
Tata Indica V2 DLS TC,2006,110000,88000,Diesel,Individual,Manual,First Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5
Maruti Swift Dzire AMT ZDI,2016,650000,50000,Diesel,Individual,Automatic,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Ertiga VDI,2015,650000,110000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2015,1300000,48000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Mercedes-Benz M-Class ML 350 4Matic,2011,1700000,110000,Diesel,Individual,Automatic,First Owner,0.0 kmpl,2987 CC,165 bhp,510@ 1600-2400,5
Toyota Yaris V CVT BSIV,2018,1080000,12800,Petrol,Individual,Automatic,First Owner,17.8 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5
Hyundai EON D Lite,2012,170000,40000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Maruti Swift DDiS VDI,2017,610000,49000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Ritz VXi,2014,350000,25000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
Maruti Alto 800 LXI,2016,260000,65000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Toyota Etios GD,2014,400000,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5
Hyundai i20 Magna,2010,300000,49000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Hyundai i20 2015-2017 Magna 1.2,2016,520000,29000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Nissan Terrano XV D Premium AMT,2017,850000,55000,Diesel,Individual,Automatic,Second Owner,19.61 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5
Mahindra Marazzo M8,2019,1460000,5000,Diesel,Individual,Manual,Second Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7
Tata Nexon 1.5 Revotorq XZ Plus,2017,830000,35000,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5
Datsun GO T Option BSIV,2018,430000,5000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5
Hyundai Verna CRDi,2008,120000,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5
Mahindra TUV 300 T8,2016,730000,65100,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Hyundai i20 Active 1.4 SX,2015,600000,108000,Diesel,Individual,Manual,Second Owner,21.19 kmpl,1396 CC,88.73 bhp,220Nm@ 1500-2750rpm,5
Maruti Swift LXI,2019,500000,15000,Petrol,Individual,Manual,Second Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Santro Xing GLS,2009,150000,77000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Maruti Wagon R VXI BS IV,2015,409999,18500,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Mahindra TUV 300 T8,2016,625000,120000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Renault KWID RXT,2015,290000,15200,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Honda Mobilio V i VTEC,2015,500000,35000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7
Hyundai Verna 1.6 SX,2011,475000,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Mahindra XUV500 W6 2WD,2014,750000,80000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Nissan Terrano XV 110 PS,2014,525000,120000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5
Chevrolet Cruze LTZ,2012,495000,82000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1998 CC,163.7 bhp,380Nm@ 2000rpm,5
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,Second Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,Second Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,Second Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,Second Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
